ID,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
3819,0,102,94305,4,2.3,3,0,0,0,0,0,0
3820,27,50,93950,4,2,3,0,0,0,0,1,0
3821,7,61,94102,3,2.3,1,205,0,0,0,1,1
3822,9,188,92220,2,3.7,2,259,1,0,0,1,0
3823,33,178,91768,4,9,3,0,1,0,0,0,0
3824,25,44,94708,4,0.9,2,194,0,0,0,1,0
3825,-1,12,95064,4,1,1,0,0,1,0,0,1
3826,6,69,94305,4,3.4,1,188,0,0,0,0,1
3827,19,132,90089,1,5,1,0,0,0,0,0,0
3828,14,128,93943,2,3.9,1,196,0,0,0,1,0
3829,6,44,95616,4,0.8,1,122,0,0,0,1,0
3830,39,44,92038,1,0.5,3,0,0,0,0,1,1
3831,8,34,92130,2,2,3,0,0,1,0,1,0
3832,12,132,90089,2,3.9,1,0,0,0,0,0,0
3833,38,158,90230,2,2.1,1,0,0,0,0,0,1
3834,9,83,93943,1,0.1,1,0,0,0,0,1,0
3835,22,28,94720,1,1.4,3,75,0,0,0,1,0
3836,9,131,90065,3,2.2,3,0,1,1,0,0,0
3837,19,31,95616,3,0.5,2,0,0,0,0,1,1
3838,19,40,92350,4,0,2,0,0,0,0,1,0
3839,11,71,94501,2,1.8,1,127,0,1,0,0,0
3840,5,42,93010,2,2,3,0,0,0,0,1,0
3841,31,35,95211,3,0.1,2,114,0,0,0,0,0
3842,4,81,94305,2,0.2,1,0,0,0,0,1,0
3843,35,91,95136,2,2,1,0,0,0,0,1,0
3844,7,129,94720,4,5.2,2,0,1,0,0,0,1
3845,27,75,95828,1,2.7,1,0,0,0,0,0,0
3846,1,54,94061,4,0.6,2,230,0,0,0,0,0
3847,5,43,94720,1,1.5,1,0,0,0,0,0,0
3848,18,94,94110,4,1.1,2,0,0,0,0,0,0
3849,32,84,93106,4,1.3,3,0,0,0,0,0,1
3850,18,34,92653,1,2,2,0,0,1,0,0,0
3851,23,15,94061,4,0.8,1,0,0,0,0,1,0
3852,21,99,90277,2,3.8,3,194,0,0,0,1,0
3853,7,15,92152,1,0.4,2,82,0,1,1,1,1
3854,21,83,94105,4,2,3,0,0,0,0,1,0
3855,6,83,94720,4,1.8,3,0,0,0,0,1,0
3856,18,143,95630,1,1.7,1,0,0,1,0,1,0
3857,30,81,90401,4,2.6,3,0,0,0,0,1,0
3858,39,39,91711,1,1.9,2,0,0,0,0,0,0
3859,18,158,92124,2,0.4,2,277,1,0,0,0,1
3860,24,62,90245,1,1.4,3,0,0,0,0,0,0
3861,6,64,92121,2,0.1,1,0,0,0,0,1,1
3862,40,29,90025,1,1.5,2,0,0,0,0,0,0
3863,34,64,94104,3,2.5,1,0,0,0,0,1,0
3864,10,21,91770,4,0.7,2,0,0,0,0,1,0
3865,32,142,95112,2,2.8,3,0,1,0,0,0,1
3866,30,64,93105,3,2.5,1,0,0,0,0,0,0
3867,25,40,91401,4,1.8,1,0,0,1,0,0,1
3868,19,61,94080,3,2.7,2,0,0,0,0,0,0
3869,16,44,92037,1,0.3,3,0,0,0,0,0,0
3870,16,78,95670,3,2.67,2,161,0,0,0,1,1
3871,0,25,94596,2,0.9,3,0,0,0,0,0,0
3872,16,125,91304,2,1.9,1,0,0,0,0,0,1
3873,29,63,94720,2,1,3,0,0,0,0,1,0
3874,30,54,94550,1,1.6,3,185,0,0,0,1,0
3875,12,92,94709,2,0,1,184,0,0,0,0,0
3876,2,119,95351,2,0.6,1,381,0,0,0,1,1
3877,11,40,91784,1,2.4,2,0,0,0,0,1,0
3878,4,41,93105,1,1,1,0,0,0,0,0,0
3879,11,81,92064,2,0,1,0,0,0,0,1,1
3880,4,101,95136,3,2.5,1,270,0,0,0,0,0
3881,24,25,90024,4,0.5,2,0,0,0,0,0,0
3882,20,55,91016,1,1.5,2,0,0,1,0,0,0
3883,7,43,92646,1,2.1,3,166,0,0,0,0,1
3884,16,98,94534,2,1.8,2,98,0,0,0,1,0
3885,1,112,91330,4,2.3,3,402,0,0,0,1,1
3886,2,69,93943,4,4,3,102,0,0,0,1,0
3887,43,79,95616,4,1.7,2,215,0,0,1,1,1
3888,-2,118,92634,2,7.2,1,0,0,1,0,1,0
3889,18,81,95133,3,2.67,2,251,0,0,0,1,1
3890,0,19,93014,1,0.1,2,121,0,0,0,1,0
3891,17,139,91101,2,2.9,3,0,1,0,0,1,0
3892,40,63,94701,3,0.5,2,0,0,0,0,1,0
3893,33,102,91763,2,1.4,1,0,0,0,0,1,0
3894,5,40,92521,4,1.7,2,0,0,0,0,1,0
3895,6,44,92886,1,0.3,1,81,0,0,0,1,1
3896,12,59,94104,3,2,1,216,0,0,0,0,0
3897,24,224,93940,2,6.67,1,0,0,0,1,1,1
3898,31,64,90245,2,2.3,3,0,0,0,0,0,0
3899,20,129,96001,2,3.3,1,0,0,0,0,1,0
3900,34,43,92697,1,1.4,1,0,0,0,0,1,1
3901,27,12,92834,3,0.4,1,0,0,1,1,1,1
3902,10,53,94107,3,2.6,2,0,0,0,0,1,0
3903,21,39,93305,2,2.1,3,0,0,0,0,0,1
3904,23,65,93943,1,0,1,0,0,0,0,0,0
3905,5,18,94122,1,0.4,3,94,0,0,0,1,1
3906,28,55,94596,1,1.6,3,0,0,0,0,0,0
3907,35,60,90245,1,2.5,3,0,0,0,0,1,0
3908,14,42,91330,2,0.3,1,187,0,0,0,1,0
3909,0,44,90638,3,0.1,2,0,0,0,0,0,0
3910,7,111,90245,2,1.3,1,0,0,0,0,1,0
3911,8,62,94596,1,1,1,0,0,0,0,1,0
3912,26,44,94025,2,0.8,3,148,0,0,0,0,1
3913,14,69,95348,1,1.5,3,0,0,0,0,0,0
3914,20,62,92064,3,0.8,3,172,0,0,0,1,0
3915,3,35,94080,1,1.8,2,0,0,0,0,0,0
3916,13,91,92037,1,2.8,1,0,0,0,0,1,1
3917,26,12,92121,1,0.2,1,96,0,0,0,0,0
3918,15,89,94608,3,0.1,1,292,0,0,0,1,0
3919,34,65,90024,4,1.7,2,0,0,1,0,1,0
3920,34,179,90024,2,4.5,3,400,1,0,0,0,0
3921,8,82,93106,2,1.5,3,0,0,1,1,1,1
3922,6,48,95812,1,1.2,1,0,0,0,0,1,0
3923,4,20,95616,4,1.5,2,0,0,0,0,1,0
3924,15,91,90502,1,2.8,3,330,0,1,0,1,0
3925,37,122,94609,2,6,1,0,0,0,0,1,0
3926,18,22,90717,1,1.4,3,0,0,0,0,1,0
3927,23,43,94301,2,1.3,1,0,0,0,0,1,0
3928,34,38,90291,4,1.7,1,0,0,0,0,0,1
3929,33,61,92115,3,2.67,1,0,0,0,0,1,0
3930,13,33,91773,4,0.4,2,0,0,0,0,0,0
3931,27,145,95605,1,2.9,1,345,0,0,0,0,0
3932,27,170,95003,1,1,1,0,0,0,0,1,0
3933,2,55,94305,3,0.7,2,0,0,0,0,1,0
3934,14,40,91302,1,2.5,3,0,0,0,0,1,0
3935,11,68,94923,2,0,1,126,0,0,0,0,1
3936,33,53,90034,3,2.5,1,0,0,0,0,1,0
3937,18,63,95616,3,0.8,3,0,0,1,0,0,0
3938,15,123,91604,2,2.2,1,92,0,0,0,0,1
3939,24,13,95929,2,0,1,0,0,0,0,1,0
3940,23,12,92110,4,0.2,1,102,0,0,0,0,1
3941,17,53,93727,2,2.5,1,102,0,0,0,1,0
3942,33,79,94588,1,2.7,2,294,0,0,0,1,1
3943,17,89,90095,1,0.1,2,170,0,0,0,1,0
3944,36,188,91360,1,9.3,2,0,1,0,0,0,0
3945,26,62,91320,3,1.4,3,0,0,0,0,1,0
3946,3,123,92821,3,5.6,3,428,1,0,0,1,0
3947,-1,40,93117,3,2.4,2,0,0,0,0,1,0
3948,8,119,94710,4,5,3,0,1,0,0,1,0
3949,12,123,94304,4,3.1,2,253,1,0,1,1,1
3950,5,23,93407,1,0.4,2,0,0,0,0,1,1
3951,14,62,94143,1,1.5,3,255,0,0,0,1,0
3952,14,69,92870,3,2.1,1,106,0,0,0,1,0
3953,36,124,94611,2,3.9,1,0,0,1,0,0,1
3954,26,52,93555,4,0.1,3,0,0,0,0,0,0
3955,7,134,93108,2,3.1,1,0,0,0,0,0,0
3956,36,58,94501,1,0.8,2,0,0,0,0,0,0
3957,37,45,90033,3,0.5,2,200,0,0,0,1,1
3958,15,75,95449,4,1.1,2,0,0,0,0,1,0
3959,34,23,90009,4,0.4,2,78,0,0,0,0,0
3960,19,123,91107,3,1.3,1,0,1,0,0,1,0
3961,37,48,92028,3,2.2,1,0,0,0,0,0,0
3962,22,145,95482,1,0.3,1,140,0,0,0,1,0
3963,5,31,93014,1,1,3,0,0,0,0,0,0
3964,32,38,93106,3,2.2,3,0,0,0,0,1,0
3965,18,78,94025,4,1.9,3,0,0,0,0,0,0
3966,15,94,91941,2,1.9,1,0,0,0,0,1,0
3967,7,84,95051,1,2.9,3,0,0,0,0,1,0
3968,15,22,94306,1,0.6,3,0,0,0,0,1,0
3969,3,78,93108,4,0.2,1,0,0,0,0,1,1
3970,11,75,94305,3,2.33,2,0,0,0,0,1,0
3971,40,71,95060,3,2.2,1,0,0,0,0,0,1
3972,11,24,95616,1,0.5,3,0,0,0,0,1,1
3973,5,112,94998,2,4.33,1,0,0,0,0,1,1
3974,35,53,90064,1,2.8,2,167,0,0,0,1,0
3975,21,41,94305,1,0.5,3,0,0,0,0,0,0
3976,23,25,91330,1,0.5,2,0,0,0,0,1,0
3977,33,42,90277,4,2.5,2,194,0,0,0,1,0
3978,27,51,94309,3,1,2,113,0,1,1,1,1
3979,18,19,92325,2,0.3,2,0,0,0,0,1,0
3980,14,90,93010,2,0,1,258,0,1,1,1,1
3981,22,89,92866,4,1.4,2,0,0,0,0,1,0
3982,39,22,92691,3,0.5,1,0,0,1,1,1,1
3983,0,119,94566,1,1.5,1,0,0,0,0,1,0
3984,13,93,93555,4,3.6,3,0,1,0,0,1,0
3985,8,18,95741,4,0.3,1,0,0,0,0,0,0
3986,40,32,90095,1,1.1,3,120,0,0,0,1,0
3987,14,182,92152,3,2.6,3,0,1,0,1,1,1
3988,36,19,95833,2,0.2,3,0,0,0,0,1,1
3989,35,85,91330,1,3.4,3,0,1,0,1,0,1
3990,25,90,92709,4,1.4,2,0,0,1,0,1,0
3991,32,59,95014,2,3.7,1,134,0,0,0,1,0
3992,38,84,94571,1,2,1,0,0,0,0,0,0
3993,22,95,93311,2,3.9,2,0,1,0,0,0,0
3994,6,13,93555,3,0.9,3,0,0,0,0,1,0
3995,18,88,92675,4,0.8,1,0,0,0,0,1,1
3996,28,34,92697,2,0.6,3,0,0,0,0,1,1
3997,24,11,94501,4,0.6,3,0,0,0,0,0,1
3998,38,80,94545,4,1.7,2,0,0,0,0,0,0
3999,10,41,94102,1,1.33,1,0,0,0,0,0,1
4000,21,90,90245,2,0.8,3,0,0,0,0,0,0
4001,37,93,93003,3,3,3,0,1,0,1,1,1
4002,35,81,94709,4,1.9,2,0,0,0,0,0,0
4003,34,60,94015,2,2.8,1,0,0,0,0,1,0
4004,21,39,92612,3,0.6,2,0,0,0,0,1,1
4005,39,22,92507,3,0.7,2,0,0,0,0,0,0
4006,32,32,95827,2,0.8,1,79,0,1,0,1,0
4007,32,28,92130,1,1.2,3,0,0,0,0,1,0
4008,7,35,91745,2,1,2,0,0,0,0,0,1
4009,31,154,94555,3,7.5,3,351,1,0,1,1,1
4010,18,189,91605,2,7.6,1,0,0,0,0,1,0
4011,19,40,94618,4,1.9,3,84,0,0,0,0,0
4012,21,88,94304,2,1.7,2,0,0,0,0,1,0
4013,6,124,91320,2,0.6,1,0,0,0,0,1,0
4014,38,23,91304,2,0.3,3,0,0,0,0,0,0
4015,32,23,94720,4,0.7,1,0,0,0,0,1,1
4016,-1,139,93106,2,2,1,0,0,0,0,0,1
4017,28,173,91614,4,2.7,1,427,1,0,0,1,0
4018,0,42,92009,4,1.3,3,153,0,0,0,1,0
4019,35,161,94301,1,2.9,1,160,0,0,0,0,1
4020,36,28,95020,3,0.7,2,0,0,0,0,1,0
4021,32,191,93943,4,5.2,3,194,1,0,0,0,1
4022,14,42,90638,2,0.3,1,106,0,0,0,0,1
4023,5,81,94234,4,4,3,0,0,0,0,1,0
4024,25,175,90089,3,0.7,1,312,1,0,0,0,0
4025,15,82,94720,3,0.1,1,0,0,0,0,1,0
4026,27,53,94114,1,1.8,3,0,0,0,0,0,1
4027,1,142,92038,3,5.5,1,0,1,0,0,0,0
4028,21,42,93727,4,1.9,3,0,0,0,0,1,0
4029,20,64,94117,4,2.9,1,189,0,0,0,0,0
4030,5,90,94301,2,1.3,1,0,0,1,0,1,0
4031,32,44,92354,1,0.8,2,0,0,0,0,0,0
4032,18,29,91320,1,0.3,3,0,0,0,0,1,0
4033,35,93,94301,2,1.6,1,0,0,0,0,0,1
4034,24,69,93117,3,1.4,3,132,0,0,0,1,0
4035,11,82,94022,2,1.7,2,0,0,0,0,1,1
4036,9,180,93955,2,6.5,3,0,1,0,1,1,0
4037,21,13,93117,2,0.7,3,0,0,0,0,1,0
4038,28,72,91335,1,0,1,178,0,0,0,0,0
4039,30,54,91367,3,1.7,1,0,0,0,0,1,0
4040,9,104,92152,1,4.6,1,0,0,0,0,1,1
4041,32,44,90266,2,1.9,2,157,0,0,0,0,0
4042,19,40,95060,1,0.2,1,0,0,1,1,1,1
4043,3,190,92612,2,4.5,1,246,0,0,0,1,1
4044,23,64,94588,4,2.6,1,0,0,0,0,1,1
4045,11,9,90266,2,0.3,2,99,0,1,0,0,0
4046,31,38,94720,4,0.7,2,0,0,0,0,1,0
4047,0,72,94303,3,2.6,3,0,0,0,0,1,0
4048,17,82,94114,1,5.2,1,79,0,0,0,1,0
4049,2,48,90049,2,1.6,3,119,0,1,0,1,0
4050,28,82,94122,4,2.6,3,294,0,0,0,0,0
4051,26,14,94590,2,1,2,83,0,0,0,0,0
4052,29,162,93105,1,2.9,1,0,0,0,0,1,1
4053,19,54,94608,2,1.7,1,0,0,0,0,1,0
4054,11,90,94720,2,0,1,0,0,0,0,0,0
4055,34,64,94116,4,1.7,1,0,0,0,0,0,0
4056,18,65,93460,3,2.1,3,0,0,0,0,1,1
4057,25,113,91320,2,6.3,1,0,0,0,0,0,0
4058,32,38,90740,2,2.1,3,0,0,0,0,0,0
4059,15,65,92037,1,1.5,3,0,0,0,0,0,0
4060,27,39,91330,4,1.5,3,0,0,0,0,1,0
4061,6,174,93023,2,6.7,1,0,0,0,0,1,1
4062,3,59,91040,2,1.75,3,0,0,0,0,1,0
4063,14,43,95053,2,1.7,1,0,0,0,0,1,0
4064,21,24,94108,2,0.1,3,0,0,0,0,0,1
4065,39,50,94402,1,0,2,166,0,0,0,0,0
4066,19,68,94305,1,3.7,3,0,0,0,0,1,0
4067,37,61,94122,3,2,3,0,0,0,0,1,0
4068,28,21,94025,4,0.5,2,0,0,0,0,1,0
4069,34,21,95035,2,0.5,2,0,0,0,0,1,0
4070,32,31,94596,4,1.3,1,0,0,0,0,0,0
4071,33,70,94720,4,0.7,1,0,0,1,0,0,0
4072,6,25,94304,3,1,2,135,0,0,0,0,1
4073,17,78,92521,1,1,3,0,0,0,0,1,0
4074,27,19,92120,1,0.2,1,0,0,0,0,0,0
4075,35,23,94608,1,0.3,3,0,0,0,0,1,0
4076,4,40,90601,4,0.8,1,0,0,0,0,1,0
4077,23,22,92220,1,0.3,3,0,0,0,0,0,0
4078,0,71,92093,4,1.8,2,0,0,1,0,1,0
4079,12,58,91320,1,3.6,2,0,0,0,0,0,0
4080,40,75,90036,3,2.2,1,0,0,0,0,1,0
4081,0,40,90068,1,2,2,110,0,0,0,0,1
4082,35,155,92521,1,1.5,3,0,1,0,0,0,1
4083,6,83,90036,4,2.2,2,0,0,0,0,0,0
4084,20,99,94302,3,1.1,1,0,0,0,0,0,0
4085,36,59,94124,1,0,2,0,0,1,0,0,0
4086,2,53,94609,3,2.4,2,0,0,0,0,1,0
4087,26,11,93106,4,0.2,1,0,0,1,0,0,0
4088,28,179,94583,4,4.2,3,0,1,0,0,0,0
4089,-1,71,94801,2,1.75,3,0,0,0,0,0,0
4090,4,85,94234,4,2.1,3,0,0,0,0,1,0
4091,18,49,92717,3,2.1,3,0,0,1,0,1,0
4092,6,122,94025,2,1.3,1,0,0,0,0,1,1
4093,15,171,94539,2,3.3,1,0,0,0,0,1,0
4094,24,138,93111,2,2.2,2,0,1,0,0,1,0
4095,23,8,95616,4,0.4,3,0,0,1,0,1,0
4096,17,59,94105,4,0.4,1,0,0,0,0,1,0
4097,14,49,90740,3,2.8,1,0,0,0,0,0,0
4098,34,92,95670,2,2,1,0,0,0,0,0,0
4099,3,75,90032,4,0,1,0,0,0,0,0,0
4100,35,60,92831,1,2.8,2,0,0,0,0,1,1
4101,2,41,90254,2,1.7,2,0,0,0,0,1,0
4102,21,40,93460,3,0.6,2,0,0,0,0,1,1
4103,16,81,94305,2,0.4,1,146,0,0,0,1,1
4104,20,52,94143,1,0.8,3,196,0,0,0,0,1
4105,14,25,95616,4,1,1,0,0,0,0,0,0
4106,15,139,91801,1,3.4,1,353,0,0,0,1,0
4107,22,54,93106,1,1.2,2,0,0,0,0,0,0
4108,22,81,94123,1,2.9,1,0,0,0,0,0,1
4109,39,73,94025,3,2.2,1,0,0,1,0,0,1
4110,0,30,93107,4,1,3,0,0,0,0,1,1
4111,41,59,95617,3,2.4,1,0,0,0,0,0,0
4112,17,21,95351,3,1.5,1,0,0,0,0,0,0
4113,9,65,95014,3,0.7,2,104,0,0,0,1,0
4114,2,41,93118,3,1.1,2,161,0,0,0,1,0
4115,28,52,92126,4,0.1,3,121,0,0,0,0,0
4116,20,84,94131,4,1.1,2,180,0,0,0,1,0
4117,-2,135,90065,2,7.2,1,0,0,0,0,1,0
4118,14,18,92037,4,0.2,3,0,0,1,0,0,0
4119,16,34,93561,1,0.7,1,0,0,0,0,1,1
4120,5,85,92624,4,1.8,3,0,0,0,0,1,0
4121,23,23,94080,1,1.4,3,0,0,0,0,0,0
4122,27,65,91711,4,2.8,2,0,0,0,0,0,1
4123,30,195,90089,1,2.9,1,0,0,0,0,0,0
4124,24,40,93460,4,2.6,1,89,0,0,0,1,0
4125,29,141,90064,2,0.2,3,0,1,0,0,0,0
4126,34,95,94104,2,0.7,2,322,0,0,0,1,1
4127,33,23,90095,3,1.3,2,131,0,0,0,0,0
4128,19,82,95758,2,1.8,2,0,0,0,0,1,1
4129,21,53,93555,4,1.9,3,0,0,0,0,0,0
4130,3,10,91320,4,0.4,1,87,0,0,0,1,1
4131,30,75,91910,1,1.9,2,125,0,0,0,1,0
4132,23,23,94534,4,0.4,2,122,0,0,0,0,0
4133,36,133,90266,1,2.6,1,0,0,0,0,1,0
4134,17,129,94720,1,3.4,1,0,0,0,0,0,1
4135,11,85,92154,4,0.1,2,131,0,0,0,0,0
4136,23,168,95929,2,2.8,1,308,0,0,0,1,0
4137,19,83,92691,4,2,3,0,0,0,0,1,0
4138,12,52,93943,2,1.1,2,0,0,0,0,1,0
4139,22,114,95819,1,0.6,1,0,0,1,1,1,1
4140,3,81,95827,1,2.9,3,0,0,0,0,0,0
4141,38,32,94015,1,1.5,2,0,0,0,0,0,0
4142,19,63,94118,3,2.1,3,0,0,0,0,0,0
4143,32,70,90024,3,1.6,3,0,0,0,0,0,0
4144,31,20,94720,2,0.3,1,0,0,0,0,1,0
4145,23,138,91367,2,3.3,1,0,0,0,0,1,1
4146,34,63,94305,4,1.6,2,0,0,0,0,0,0
4147,28,85,95814,1,1.3,3,118,0,0,0,1,0
4148,35,180,96008,2,6.5,2,0,1,1,1,1,1
4149,22,80,95747,4,2,3,0,0,0,0,1,0
4150,15,53,93106,1,0.7,3,0,0,0,0,1,0
4151,20,72,92009,2,1.7,2,75,0,0,0,1,0
4152,18,123,95841,3,5.9,1,0,1,0,1,1,1
4153,18,91,91361,2,0.8,3,0,0,0,0,1,0
4154,26,148,94608,2,6.8,1,0,0,0,0,1,0
4155,25,163,94305,2,1.3,3,0,1,0,0,1,0
4156,30,28,90291,4,0.1,3,149,0,0,0,1,1
4157,12,193,92780,1,8.6,1,0,0,0,0,0,0
4158,10,22,94545,3,0.9,3,0,0,0,0,1,0
4159,34,74,92780,4,0.7,1,0,0,0,0,1,1
4160,20,70,94305,4,1.9,3,0,0,0,0,1,1
4161,4,11,95054,1,0.1,2,0,0,0,0,1,1
4162,8,61,94703,3,2.6,2,0,0,0,0,0,0
4163,37,41,94704,1,0.8,1,0,0,0,0,1,1
4164,28,108,94110,4,1.9,2,0,1,0,0,1,0
4165,10,23,90058,4,1.1,3,0,0,0,0,0,1
4166,38,135,91768,2,3.8,3,183,1,0,0,0,0
4167,40,30,95133,2,0.7,3,86,0,0,0,0,0
4168,24,144,94025,4,3.5,2,0,1,0,0,0,0
4169,34,139,95020,4,0.4,1,0,1,0,0,1,0
4170,17,143,90059,2,2.7,3,209,1,0,0,1,0
4171,7,44,93561,1,1.2,1,0,0,0,0,1,1
4172,31,49,94521,4,2.5,2,0,0,0,0,1,0
4173,42,75,90041,4,0.1,2,182,0,0,0,1,0
4174,9,43,93943,2,0.3,1,0,0,0,0,1,0
4175,14,59,91335,3,0.5,3,0,0,0,0,1,0
4176,17,154,93955,3,4.9,1,0,1,0,1,1,1
4177,18,75,95131,1,0.7,3,0,0,0,0,0,1
4178,23,75,93106,1,2.6,2,0,0,0,0,0,1
4179,35,88,91311,2,1.6,1,278,0,0,0,0,0
4180,3,91,94122,1,3.4,3,0,1,0,0,0,0
4181,6,11,92008,1,0.67,3,0,0,1,1,1,1
4182,22,22,90024,1,0.4,3,0,0,0,0,1,0
4183,29,49,92691,2,0.8,3,220,0,0,0,0,1
4184,17,140,94542,1,3.5,1,342,0,0,0,0,0
4185,25,99,90277,2,2.4,2,0,0,0,0,0,0
4186,2,82,91950,2,2.5,1,199,0,0,0,0,0
4187,9,10,90005,4,1,1,81,0,0,0,0,1
4188,5,109,94305,4,2.2,2,103,0,0,0,0,1
4189,4,45,90041,4,1.3,3,0,0,0,0,0,0
4190,19,93,91116,2,1.7,2,0,0,0,0,0,0
4191,16,89,95814,3,3.9,2,216,1,1,1,1,0
4192,15,39,91711,3,1,2,132,0,0,0,0,0
4193,26,21,91768,1,0.2,1,89,0,0,0,1,0
4194,37,31,95008,3,0.2,1,0,0,0,0,1,0
4195,37,31,95819,1,0.5,3,0,0,0,0,1,0
4196,19,52,95054,4,2.2,2,0,0,0,0,0,0
4197,25,13,95814,1,0.9,3,0,0,0,0,1,0
4198,25,21,90840,2,0.4,3,76,0,1,0,1,0
4199,36,50,96003,4,1.7,1,189,0,0,0,1,0
4200,19,81,90630,4,0.2,3,0,0,0,0,0,1
4201,19,74,94035,4,1.9,1,0,0,0,0,0,1
4202,36,89,93109,3,0.5,1,0,0,0,0,1,0
4203,9,82,95064,3,0.9,2,0,0,0,0,1,0
4204,33,88,93106,4,1.9,2,0,0,0,0,0,0
4205,16,61,91711,3,2.1,3,0,0,0,0,0,0
4206,36,139,95133,2,3.9,1,0,0,0,0,0,0
4207,23,29,93711,1,1.3,2,0,0,0,0,0,0
4208,11,51,93305,3,2.1,1,0,0,0,0,1,1
4209,32,58,95064,1,1.8,3,241,0,0,0,1,0
4210,9,21,91125,2,1.4,3,125,0,0,0,1,0
4211,8,43,95819,2,1.67,2,0,0,0,0,0,0
4212,16,104,94301,2,1.8,2,0,0,0,0,0,0
4213,23,9,94109,1,0.5,2,98,0,0,0,1,0
4214,25,39,91125,3,1.9,2,0,0,0,0,0,0
4215,22,89,94303,1,2.7,1,0,0,1,1,1,1
4216,40,21,94028,2,0.3,3,0,0,0,0,0,0
4217,35,173,90059,3,3.1,3,0,1,0,0,1,0
4218,21,29,95051,1,0.3,3,105,0,0,0,1,1
4219,27,43,94005,4,0.2,2,0,0,0,0,0,1
4220,34,30,90066,3,0.4,2,0,0,0,0,0,0
4221,30,39,94806,4,0.1,3,0,0,1,0,1,0
4222,22,83,90028,2,0.4,3,248,0,0,0,1,0
4223,25,58,93106,3,0.7,2,223,0,0,0,0,0
4224,26,8,94709,1,0.5,2,0,0,0,0,0,1
4225,27,39,95929,3,1,3,0,0,1,0,0,1
4226,18,204,91902,2,8.8,1,0,0,0,0,1,0
4227,13,45,94591,1,1.8,1,0,0,0,0,0,0
4228,7,111,90277,1,3.8,1,0,0,1,0,0,0
4229,10,83,95060,2,2,2,148,0,0,0,0,0
4230,24,83,94596,1,3,3,0,0,0,0,0,0
4231,36,115,92093,2,2.8,1,202,0,0,0,1,1
4232,32,60,93106,1,1.8,3,227,0,0,0,1,0
4233,15,53,94116,1,1.8,1,0,0,0,0,0,0
4234,7,134,95929,2,3.3,1,0,0,0,0,1,0
4235,24,91,93555,1,0.8,3,0,0,0,0,1,0
4236,1,91,92173,2,0.2,1,0,0,0,0,1,0
4237,12,128,91342,2,3.9,1,0,0,0,0,1,1
4238,34,78,90401,3,4.4,1,0,0,1,0,0,0
4239,19,161,92093,2,7.6,1,464,0,0,0,1,0
4240,36,60,92182,3,2.2,3,0,0,0,0,1,0
4241,14,161,95064,1,4.1,1,509,0,1,0,0,0
4242,9,40,95054,4,2,2,0,0,0,0,1,1
4243,21,68,94720,1,0.2,2,0,0,0,0,1,0
4244,22,74,94550,3,0.7,1,0,0,0,0,1,0
4245,26,55,92121,3,2,2,93,0,0,0,1,0
4246,20,145,90630,1,3.5,1,0,0,0,0,0,1
4247,35,24,94920,1,1.5,2,0,0,0,0,0,0
4248,39,10,90210,1,0.8,2,0,0,0,0,1,0
4249,33,138,90720,2,3.9,1,0,0,1,0,1,0
4250,12,63,91942,4,2.1,3,0,0,0,0,1,0
4251,28,54,90041,4,0.1,3,0,0,0,0,0,1
4252,16,62,95064,3,0.9,3,0,0,0,0,1,0
4253,29,81,91107,1,0.1,3,0,0,0,0,0,0
4254,28,61,90601,3,3,2,0,0,0,0,1,1
4255,27,68,91711,1,1.6,3,0,0,0,0,1,0
4256,35,78,90095,2,2.8,1,0,0,0,0,1,0
4257,17,165,91311,2,7.6,1,157,0,0,0,0,0
4258,17,48,95762,3,2.2,2,0,0,0,0,0,1
4259,26,155,92660,3,7.2,2,0,1,0,0,1,0
4260,26,158,94920,2,3.7,3,251,1,0,0,0,1
4261,31,52,94105,1,1.4,1,0,0,0,0,1,0
4262,28,18,92507,4,0.8,1,0,0,0,0,0,0
4263,33,42,92093,4,1.7,1,0,0,0,0,0,0
4264,33,18,94542,2,0.2,3,0,0,0,0,0,0
4265,31,40,94304,2,0.3,1,0,0,1,1,1,1
4266,2,44,93943,4,0.6,2,0,0,1,1,1,0
4267,16,11,94015,1,0.2,1,87,0,0,0,0,1
4268,26,194,91902,2,5.7,2,0,1,0,0,1,0
4269,23,108,95616,2,2.4,2,0,0,0,0,1,0
4270,23,12,92518,4,0.5,2,0,0,0,0,0,0
4271,19,19,93117,3,1.5,1,94,0,0,0,1,1
4272,1,150,92507,1,6.33,1,0,0,0,0,0,0
4273,22,89,92647,4,1.9,3,0,0,0,0,1,0
4274,19,83,95812,2,3.8,3,0,0,1,0,0,1
4275,3,79,91380,4,2,2,0,0,0,0,1,0
4276,38,102,95616,4,3.4,2,0,0,0,0,0,0
4277,24,155,92717,1,7.3,1,0,0,0,0,1,1
4278,16,138,92612,1,3.5,1,0,0,0,0,1,0
4279,31,51,92028,3,1.7,1,0,0,0,0,1,1
4280,15,80,94608,2,1.8,2,86,0,0,0,1,1
4281,18,135,95136,2,3.3,1,0,0,1,1,1,1
4282,1,34,94949,4,1.5,2,162,0,0,0,0,1
4283,0,195,92093,3,6.33,3,0,1,1,1,1,0
4284,32,62,91320,3,2.2,3,217,0,0,1,1,1
4285,13,173,94305,2,3.3,1,243,0,0,0,0,0
4286,-3,149,93555,2,7.2,1,0,0,0,0,1,0
